index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,geographic_name,province,latitude,longitude
2454,Algoma Substance Abuse Rehabilitation Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,126,queen street e,P6A 1Y5,sault ste marie,on,46.5164072,-84.33883146
2456,Algonquin Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,231,10 street,P0H 1V0,mattawa,on,46.31349257,-78.71984132
2457,Algonquins of Pikwakanagan,community support service,Ambulatory health care services,Province of Ontario,,1657,mishomis inamo,K0J 1X0,golden lake,on,45.57562081,-77.25115207
2458,Alice Saddy Association,community support service,Ambulatory health care services,Province of Ontario,,111,waterloo street,N6B 2M4,london,on,42.97690648,-81.23850631
2459,Allendale,long-term care home,Nursing and residential care facilities,Province of Ontario,,185,ontario street s,L9T 2M4,milton,on,43.51655054,-79.87240973
246,Salem Manor Nursing Home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9E 6L2,leduc,ab,53.2607825,-113.5511681
2460,Alliston Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,36,victoria street w,L9R 1S8,new tecumseth,on,44.15381495,-79.87046948
2461,Almonte Country Haven,long-term care home,Nursing and residential care facilities,Province of Ontario,,333,country street,K0A 1A0,mississippi mills,on,45.2188403,-76.19075728
2462,Almonte General Hospital,general,Hospitals,Public Health Agency of Canada,,75,spring st,K0A 1A0,almonte,on,45.229134,-76.189495
2463,Alpha Court Non-Profit Housing Inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,270,windsor street,P7B 1V5,thunder bay,on,48.44347166,-89.25623467
2464,Alpha House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,647,broadview avenue,M4K 2N9,toronto,on,43.67333379,-79.35586548
2465,Alta Vista Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,751,peter morand crescent,K1G 6S9,ottawa,on,45.40349445,-75.63938942
2466,Altamont Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,,92,island road,M1C 2P5,toronto,on,43.79854962,-79.14005432
2467,Alzheimer Society - York Region,community support service,Ambulatory health care services,Province of Ontario,,240,edward street,L4G 3S9,aurora,on,43.9873434,-79.4613733
2468,Alzheimer Society Lanark Leeds Grenville,community support service,Ambulatory health care services,Province of Ontario,,42,garden street,K6V 2C3,brockville,on,44.59188291,-75.68349326
247,SANTÉ SURGI-CENTRE,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T1B 4E7,medicine hat,ab,50.04303,-110.679016
2470,Alzheimer Society of Belleville-Hastings-Quinte,community support service,Ambulatory health care services,Province of Ontario,,470,dundas street e,K8N 1G1,belleville,on,44.168469,-77.353038
2471,Alzheimer Society of Brant,community support service,Ambulatory health care services,Province of Ontario,,101,brant avenue,N3T 3H4,brantford,on,43.14248265,-80.27205522
2472,Alzheimer Society of Cambridge,community support service,Ambulatory health care services,Province of Ontario,,1145,concession road,N3H 4L6,cambridge,on,43.39701529,-80.34420357
2473,Alzheimer Society of Chatham-Kent,community support service,Ambulatory health care services,Province of Ontario,,36,memory lane,N7L 5M8,chatham-kent,on,42.41444853,-82.18305125
2474,Alzheimer Society of Cornwall & District,community support service,Ambulatory health care services,Province of Ontario,,106,2 street w,K6J 1G5,cornwall,on,45.01701602,-74.73122098
2475,Alzheimer Society of Dufferin County,community support service,Ambulatory health care services,Province of Ontario,,25,centennial road,L9W 1R1,orangeville,on,43.9123152,-80.10782484
2476,Alzheimer Society of Durham Region,community support service,Ambulatory health care services,Province of Ontario,,419,king street w,L1J 2K5,oshawa,on,43.88944965,-78.87895794
2477,Alzheimer Society of Elgin-St. Thomas,community support service,Ambulatory health care services,Province of Ontario,,450,sunset drive,N5R 5V1,saint thomas,on,42.73878874,-81.19297157
2478,Alzheimer Society of Grey-Bruce,community support service,Ambulatory health care services,Province of Ontario,,753,2 avenue e,N4K 2G9,owen sound,on,44.56309927,-80.94192327
2479,Alzheimer Society of Guelph-Wellington,community support service,Ambulatory health care services,Province of Ontario,,111,macdonell street,N1H 2Z7,guelph,on,43.54541173,-80.24641475
2480,Alzheimer Society of Hamilton and Halton,community support service,Ambulatory health care services,Province of Ontario,,1685,main street w,L8S 1G5,hamilton,on,43.25665249,-79.93422662
2482,Alzheimer Society of Huron County Inc.,community support service,Ambulatory health care services,Province of Ontario,,317,huron road,N0M 1L0,clinton,on,43.62179308,-81.54961967
2483,Alzheimer Society of Kenora & Rainy River District,community support service,Ambulatory health care services,Province of Ontario,,618,9 street n,P9N 4B5,kenora,on,49.77572754,-94.4852186
2484,Alzheimer Society of Kingston,community support service,Ambulatory health care services,Province of Ontario,,400,elliott avenue,K7K 6M9,kingston,on,44.25568652,-76.498125
2485,Alzheimer Society of Kitchener-Waterloo,community support service,Ambulatory health care services,Province of Ontario,,831,frederick street,N2B 2B4,kitchener,on,43.4633353,-80.45872131
2486,Alzheimer Society of London and Middlesex,community support service,Ambulatory health care services,Province of Ontario,,435,windermere road,N5X 2T1,london,on,43.01664828,-81.26913702
2487,Alzheimer Society of Muskoka,community support service,Ambulatory health care services,Province of Ontario,,440,ecclestone drive,P1L 1Z6,bracebridge,on,45.01841232,-79.31460759
2488,Alzheimer Society of Niagara Region,community support service,Ambulatory health care services,Province of Ontario,,403,ontario street,L2N 1L5,st catharines,on,43.18351721,-79.26633031
2489,Alzheimer Society of North Bay and District,community support service,Ambulatory health care services,Province of Ontario,,1180,cassells street,P1B 4B6,north bay,on,46.31889133,-79.44197936
249,Sheldon m. Chumir Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2R 0X7,calgary,ab,51.0456064,-114.057541
2490,Alzheimer Society of North East Simcoe County,community support service,Ambulatory health care services,Province of Ontario,,169,front street s,L3V 6K2,orillia,on,44.60535525,-79.41127648
2491,Alzheimer Society of Ontario,community support service,Ambulatory health care services,Province of Ontario,,1200,bay street,M5R 2A5,toronto,on,43.66999639,-79.38985879
2492,Alzheimer Society of Oxford,community support service,Ambulatory health care services,Province of Ontario,,575,peel street,N4S 1K6,woodstock,on,43.12995893,-80.75260207
2493,Alzheimer Society of Perth County,community support service,Ambulatory health care services,Province of Ontario,,1020,ontario street,N5A 6Z3,stratford,on,43.37141906,-80.94661975
2494,"Alzheimer Society of Peterborough, Haliburton & Northumberland",community support service,Ambulatory health care services,Province of Ontario,,183,simcoe street,K9H 2H6,peterborough,on,44.30437875,-78.3210991
2495,Alzheimer Society of Prince Edward County,community support service,Ambulatory health care services,Province of Ontario,,90,king street prince,K0K 2T0,edward,on,44.00956055,-77.14004779
2496,Alzheimer Society of Sarnia-Lambton,community support service,Ambulatory health care services,Province of Ontario,,420,east street n,N7T 6Y5,sarnia,on,42.98421102,-82.38565967
2497,Alzheimer Society of Sault Ste. Marie and Algoma,community support service,Ambulatory health care services,Province of Ontario,,341,trunk road,P6A 3S9,sault ste marie,on,46.5159811,-84.28650594
2498,Alzheimer Society of Simcoe County,community support service,Ambulatory health care services,Province of Ontario,,20,anne street s,L4M 5R4,barrie,on,44.3813294,-79.70462585
2499,Alzheimer Society of Thunder Bay,community support service,Ambulatory health care services,Province of Ontario,,180,park avenue,P7B 6J4,thunder bay,on,48.43359187,-89.21958186
25,Bethany Care Society — Bethany Calgary,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2N 1C6,calgary,ab,51.0456064,-114.057541
250,Shepherd’s Care Foundation — Eden House,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6J 5S4,edmonton,ab,53.5462055,-113.491241
2500,Alzheimer Society of Timmins-Porcupine District Inc.,community support service,Ambulatory health care services,Province of Ontario,,70,cedar street s,P4N 2G6,timmins,on,48.47470957,-81.32914363
2501,Alzheimer Society of Toronto,community support service,Ambulatory health care services,Province of Ontario,,20,eglinton avenue w,M4R 1K8,toronto,on,43.70669329,-79.39948989
2502,Alzheimer Society of Windsor and Essex County,community support service,Ambulatory health care services,Province of Ontario,,2135,richmond street,N8Y 0A1,windsor,on,42.31669177,-83.0061887
2503,Alzheimer Society Peel,community support service,Ambulatory health care services,Province of Ontario,,60,briarwood avenue,L5G 3N6,mississauga,on,43.56089946,-79.58102284
2505,Alzheimer Society Sudbury-Manitoulin,community support service,Ambulatory health care services,Province of Ontario,,960,notre dame avenue,P3A 2T4,sudbury,on,46.51756439,-80.98200638
2507,Amber Lea Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,384,st paul avenue,N3R 4N4,brantford,on,43.15713846,-80.27468682
2508,Amelie Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3866,albion road,K1T 1B3,ottawa,on,45.34295944,-75.63716051
2509,Amethyst Women's Addiction Centre,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,488,wilbrod street,K1N 6M8,ottawa,on,45.42991766,-75.67444133
251,Shepherd’s Care Foundation — Kensington Campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5L 5B1,edmonton,ab,53.5462055,-113.491241
2510,Amherstburg Community Services,community support service,Ambulatory health care services,Province of Ontario,,179,victoria street s,N9V 4K5,amherstburg,on,42.10448713,-83.10021441
2511,Amherstburg Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,721,front road s,N9V 2M4,amherstburg,on,42.08735643,-83.10897921
2512,Amica at Barrie,retirement home,Nursing and residential care facilities,Province of Ontario,,70,lakeside terrace,L4M 0J2,barrie,on,44.4162674,-79.66788724
2513,Amica at Bayview,retirement home,Nursing and residential care facilities,Province of Ontario,,15,barberry place,M2K 1G4,toronto,on,43.766395,-79.38399909
2514,Amica at Bayview Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,19,rean drive,M2K 0A4,toronto,on,43.76720841,-79.38241549
2515,Amica at Brampton,retirement home,Nursing and residential care facilities,Province of Ontario,,223,main street s,L6Y 6H1,brampton,on,43.67006457,-79.7398157
2516,Amica at City Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,380,princess royal drive,L5B 4M9,mississauga,on,43.58723066,-79.64714336
2517,Amica at Dundas,retirement home,Nursing and residential care facilities,Province of Ontario,,50,hatt street,L9H 0A1,hamilton,on,43.26447919,-79.95503403
2518,Amica at Erin Mills,retirement home,Nursing and residential care facilities,Province of Ontario,,4620,kimbermount avenue,L5M 5W5,mississauga,on,43.54959005,-79.71614718
2519,Amica at London,retirement home,Nursing and residential care facilities,Province of Ontario,,517,fanshawe park road w,N6G 0C1,london,on,43.02024838,-81.30637654
252,Shepherd’s Care Foundation — Millwoods Campus,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6K 2R1,edmonton,ab,53.5462055,-113.491241
2520,Amica at Newmarket,retirement home,Nursing and residential care facilities,Province of Ontario,,275,doak lane,L3Y 0A2,newmarket,on,44.05501705,-79.43496524
2521,Amica at Oakville,retirement home,Nursing and residential care facilities,Province of Ontario,,160,bronte road,L6L 3C1,oakville,on,43.39473282,-79.71469797
2522,Amica at Stoney Creek,retirement home,Nursing and residential care facilities,Province of Ontario,,135,king street e,L8G 1J8,hamilton,on,43.21755269,-79.74812356
2523,Amica at Swan Lake,retirement home,Nursing and residential care facilities,Province of Ontario,,6360,16 avenue,L3P 7Y6,markham,on,43.89526623,-79.25243066
2524,Amica at the Balmoral Club,retirement home,Nursing and residential care facilities,Province of Ontario,,155,balmoral avenue,M4V 1J5,toronto,on,43.68422839,-79.40018149
2525,Amica at Thornhill,retirement home,Nursing and residential care facilities,Province of Ontario,,546,steeles avenue w,L4J 1A2,vaughan,on,43.79438891,-79.43905361
2526,Amica at Unionville,retirement home,Nursing and residential care facilities,Province of Ontario,,34,main street unionville,L3R 4Z8,markham,on,43.85638152,-79.31000908
2527,Amica at Westboro Park,retirement home,Nursing and residential care facilities,Province of Ontario,,491,richmond road,K2A 1G4,ottawa,on,45.38886545,-75.76081176
2528,Amica at Whitby,retirement home,Nursing and residential care facilities,Province of Ontario,,200,kenneth hobbs avenue,L1R 0G6,whitby,on,43.90290315,-78.94221856
2529,Amica at Windsor,retirement home,Nursing and residential care facilities,Province of Ontario,,4909,riverside drive,N8Y 0A4,windsor,on,42.32797968,-82.97918309
253,Sherwood Care,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8A 0X1,sherwood park,ab,53.5256963,-113.296631
2530,Anagram Premier/Rescare Premier Canada,community support service,Ambulatory health care services,Province of Ontario,,990,line 1 road,L0S 1J0,niagara-on-the-lake,on,43.22611312,-79.09861726
2531,Ancaster Community Services,community support service,Ambulatory health care services,Province of Ontario,,300,wilson street e,L9G 2B9,hamilton,on,43.22526378,-79.97666674
2532,Anfield Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,26,joseph street,N0M 1L0,londesborough,on,43.6146704,-81.5405969
